Gamma_e,delta_a,peak_index,peak_position
0.5623,8.0,1,3.972038804977733
0.5623,8.5,0,-4.240740808527343
0.5623,8.5,1,4.223738971338329
0.5623,9.0,0,-4.491251086688345
0.5623,9.0,1,4.475241484126282
0.5623,9.5,0,-4.741708065766275
0.5623,9.5,1,4.726579425068837
0.5623,10.0,0,-4.992120164447692
0.5623,10.0,1,4.977778682604625
0.5623,10.5,0,-5.242493202340855
0.5623,10.5,1,5.228859943849608
0.5623,11.0,0,-5.492832607535029
0.5623,11.0,1,5.479839946957448
0.5623,11.5,0,-5.743142720933503
0.5623,11.5,1,5.7307325565333995
0.5623,12.0,0,-5.993428458554251
0.5623,12.0,1,5.981548575962612
0.5623,12.5,0,-6.243689005917511
0.5623,12.5,1,6.2322979522185875
0.5623,13.0,0,-6.493930818433899
0.5623,13.0,1,6.48298844561141
0.5623,13.5,0,-6.744154815545994
0.5623,13.5,1,6.73362677335728
0.5623,14.0,0,-6.994362892911774
0.5623,14.0,1,6.984218663225615
0.5623,14.5,0,-7.244556686976318
0.5623,14.5,1,7.2347690300230685
0.5623,15.0,0,-7.494737617936421
0.5623,15.0,1,7.4852820638341075
0.5623,15.5,0,-7.744906922886351
0.5623,15.5,1,7.735761600407598
0.5623,16.0,0,-7.995065686039909
0.5623,16.0,1,7.986210694721829
0.5623,16.5,0,-8.24521486195887
0.5623,16.5,1,8.236632209881307
0.5623,17.0,0,-8.49535529269451
0.5623,17.0,1,8.487028620704578
0.5623,17.5,0,-8.745487723304203
0.5623,17.5,1,8.737402112568189
0.5623,18.0,0,-8.995612819143084
0.5623,18.0,1,8.98775462410991
0.5623,18.5,0,-9.245731172175157
0.5623,18.5,1,9.238087880449028
0.5623,19.0,0,-9.495843312879256
0.5623,19.0,1,9.488403422030826
0.5623,19.5,0,-9.745949717210197
0.5623,19.5,1,9.738702628873371
0.5623,20.0,0,-9.996050813990529
0.5623,20.0,1,9.988986741091276
0.5623,20.5,0,-10.246146990608441
0.5623,20.5,1,10.239256875124285
0.5623,21.0,0,-10.496238597512509
0.5623,21.0,1,10.489514041062154
0.5623,21.5,0,-10.746325952526671
0.5623,21.5,1,10.73975915283717
0.5623,22.0,0,-10.996409344728148
0.5623,22.0,1,10.989993040542183
0.5623,22.5,0,-11.246489037515241
0.5623,22.5,1,11.240216459548478
0.5623,23.0,0,-11.496565271868002
0.5623,23.0,1,11.490430098920077
0.5623,23.5,0,-11.74663826730273
0.5623,23.5,1,11.740634587950183
0.5623,24.0,0,-11.996708226822973
0.5623,24.0,1,11.990830503799737
0.5623,24.5,0,-12.246775335161962
0.5623,24.5,1,12.241018375230698
1.0,0.5,0,-0.15093004080604616
1.0,1.0,0,-0.3549672837614765
1.0,1.5,0,-0.6144017451504098
1.0,2.0,0,-0.8866625226768762
1.0,2.5,0,-1.1554161568811394
1.0,2.5,1,0.9585236848820735
1.0,3.0,0,-1.419586305908102
1.0,3.0,1,1.2880486374228153
1.0,3.5,0,-1.6803210085209883
1.0,3.5,1,1.5805094024504551
1.0,4.0,0,-1.9386298782088933
1.0,4.0,1,1.8578137331073579
1.0,4.5,0,-2.195217068285831
1.0,4.5,1,2.1270946882295614
1.0,5.0,0,-2.4505519020462216
1.0,5.0,1,2.391533683103316
1.0,5.5,0,-2.704953656382492
1.0,5.5,1,2.65279708034878
1.0,6.0,0,-2.958643804722823
1.0,6.0,1,2.9118584495869304
1.0,6.5,0,-3.2117803515705643
1.0,6.5,1,3.169317798044687
1.0,7.0,0,-3.464477853609602
1.0,7.0,1,3.425575667548359
1.0,7.5,0,-3.7168218699311324
1.0,7.5,1,3.6809066532367187
1.0,8.0,0,-3.968877195604304
1.0,8.0,1,3.9355069366044
1.0,8.5,0,-4.22069491164013
1.0,8.5,1,4.189518468695925
1.0,9.0,0,-4.4723108138515855
1.0,9.0,1,4.443050534256238
1.0,9.5,0,-4.723759292549751
1.0,9.5,1,4.696185769033093
1.0,10.0,0,-4.975064193350469
1.0,10.0,1,4.948987025028317
1.0,10.5,0,-5.226245794767931
1.0,10.5,1,5.201506984047187
1.0,11.0,0,-5.4773207388199
1.0,11.0,1,5.453786135589689
1.0,11.5,0,-5.7283013361438195
1.0,11.5,1,5.70585783083433
1.0,12.0,0,-5.979203519085965
1.0,12.0,1,5.957749474593978
1.0,12.5,0,-6.230032557677926
1.0,12.5,1,6.209483805304933
1.0,13.0,0,-6.480798137273365
1.0,13.0,1,6.461079853922201
1.0,13.5,0,-6.7315069048724245
1.0,13.5,1,6.712553675784112
1.0,14.0,0,-6.982165951272991
1.0,14.0,1,6.9639189140377065
1.0,14.5,0,-7.232779387718548
1.0,14.5,1,7.215187239667114
1.0,15.0,0,-7.483352076416988
1.0,15.0,1,7.466368696775967
1.0,15.5,0,-7.733887942563875
1.0,15.5,1,7.717471978932281
1.0,16.0,0,-7.984391929952846
1.0,16.0,1,7.968504649739641
1.0,16.5,0,-8.234862538129512
1.0,16.5,1,8.219473321873945
1.0,17.0,0,-8.485306959160773
1.0,17.0,1,8.47038380179078
1.0,17.5,0,-8.735726051624967
1.0,17.5,1,8.721241211480818
1.0,18.0,0,-8.986121918235378
1.0,18.0,1,8.972050085201413
1.0,18.5,0,-9.236496436425675
1.0,18.5,1,9.222814452347935
1.0,19.0,0,-9.486850587488403
1.0,19.0,1,9.473537906516265
1.0,19.5,0,-9.737187976607617
1.0,19.5,1,9.7242236624855
1.0,20.0,0,-9.987507865644595
1.0,20.0,1,9.974874605650436
1.0,20.5,0,-10.237812180258166
1.0,20.5,1,10.225493332977042
1.0,21.0,0,-10.48810202848856
1.0,21.0,1,10.476082187949542
1.0,21.5,0,-10.738378419081899
1.0,21.5,1,10.726643291535868
1.0,22.0,0,-10.98864226658434
1.0,22.0,1,10.977178568380236
1.0,22.5,0,-11.238894405482464
1.0,22.5,1,11.227689767715054
1.0,23.0,0,-11.489135598530988
1.0,23.0,1,11.47817848436227
1.0,23.5,0,-11.739366541697871
1.0,23.5,1,11.728646174275681
1.0,24.0,0,-11.989587875804903
1.0,24.0,1,11.979094170615987
1.0,24.5,0,-12.239800187801485
1.0,24.5,1,12.229523695148396
1.7783,0.5,0,-0.09975508681740984
1.7783,1.0,0,-0.22413264208172637
1.7783,1.5,0,-0.40624966362959464
1.7783,2.0,0,-0.6616347037253151
1.7783,2.5,0,-0.9519777579746537
1.7783,3.0,0,-1.2430148530836864
1.7783,3.5,0,-1.5266903564073413
1.7783,3.5,1,1.2359586411744132
1.7783,4.0,0,-1.803402854819699
1.7783,4.0,1,1.5987832737004037
1.7783,4.5,0,-2.074726550997535
1.7783,4.5,1,1.9153775844674408
1.7783,5.0,0,-2.342013654881892
1.7783,5.0,1,2.21105884905124
1.7783,5.5,0,-2.6062606998808677
1.7783,5.5,1,2.4948503058842517
1.7783,6.0,0,-2.8681829864729176
1.7783,6.0,1,2.7710644948721757
1.7783,6.5,0,-3.128295500209591
1.7783,6.5,1,3.042092406714379
1.7783,7.0,0,-3.386976536984676
1.7783,7.0,1,3.309388763922963
1.7783,7.5,0,-3.644506984532894
1.7783,7.5,1,3.573898001933416
1.7783,8.0,0,-3.9010998179381855
1.7783,8.0,1,3.8362637510711783
1.7783,8.5,0,-4.156918583611364
1.7783,8.5,1,4.096941615237036
1.7783,9.0,0,-4.412092608226283
1.7783,9.0,1,4.356264149668989
1.7783,9.5,0,-4.666722123375132
1.7783,9.5,1,4.6144803414258515
1.7783,10.0,0,-4.920888881540292
1.7783,10.0,1,4.871780648384442
1.7783,10.5,0,-5.1746588369136495
1.7783,10.5,1,5.128313457878571
1.7783,11.0,0,-5.428086012973631
1.7783,11.0,1,5.384196235264377
1.7783,11.5,0,-5.681214897008824
1.7783,11.5,1,5.639523273551623
1.7783,12.0,0,-5.9340832592936845
1.7783,12.0,1,5.894371203431632
1.7783,12.5,0,-6.186721866114841
1.7783,12.5,1,6.148802990129503
1.7783,13.0,0,-6.4391573809106815
1.7783,13.0,1,6.402870879880492
1.7783,13.5,0,-6.6914123731888004
1.7783,13.5,1,6.6566186134675585
1.7783,14.0,0,-6.943506187777967
1.7783,14.0,1,6.910083104499558
1.7783,14.5,0,-7.1954555057381775
1.7783,14.5,1,7.163295736338698
1.7783,15.0,0,-7.447274780955317
1.7783,15.0,1,7.416284818185266
1.7783,15.5,0,-7.6989766055923345
1.7783,15.5,1,7.669069131346554
1.7783,16.0,0,-7.950571996233829
1.7783,16.0,1,7.921673057450471
1.7783,16.5,0,-8.202070633819613
1.7783,16.5,1,8.174112586340867
1.7783,17.0,0,-8.453482291777934
1.7783,17.0,1,8.426402977342823
1.7783,17.5,0,-8.704810840703527
1.7783,17.5,1,8.678557638988462
1.7783,18.0,0,-8.956066700077402
1.7783,18.0,1,8.930588406378998
1.7783,18.5,0,-9.207254634936927
1.7783,18.5,1,9.182505765535188
1.7783,19.0,0,-9.458380011504598
1.7783,19.0,1,9.434319042300894
1.7783,19.5,0,-9.70944764449749
1.7783,19.5,1,9.686036559250848
1.7783,20.0,0,-9.960461867212135
1.7783,20.0,1,9.937665768642095
1.7783,20.5,0,-10.211426590043983
1.7783,20.5,1,10.189213361985113
1.7783,21.0,0,-10.462345350553317
1.7783,21.0,1,10.440685368778412
1.7783,21.5,0,-10.713221357008111
1.7783,21.5,1,10.692087233883033
1.7783,22.0,0,-10.964057526482213
1.7783,22.0,1,10.94342388796366
1.7783,22.5,0,-11.21485651629187
1.7783,22.5,1,11.194699807399083
1.7783,23.0,0,-11.465620751545552
1.7783,23.0,1,11.445919066664585
1.7783,23.5,0,-11.716352451461859
1.7783,23.5,1,11.69708537987464
1.7783,24.0,0,-11.967053652904996
1.7783,24.0,1,11.948202142783824
1.7783,24.5,0,-12.217726221522637
1.7783,24.5,1,12.19927246567742
3.1623,0.5,0,-0.061288035480229805
3.1623,1.0,0,-0.12877613296107962
3.1623,1.5,0,-0.21091104048169532
3.1623,2.0,0,-0.32170512493464504
3.1623,2.5,0,-0.484528632105629
3.1623,3.0,0,-0.7236096513277219
3.1623,3.5,0,-1.027020814885835
3.1623,4.0,0,-1.3512252425645368
3.1623,4.5,0,-1.6707147422691664
3.1623,5.0,0,-1.9796718004945326
3.1623,5.0,1,1.4991279099230983
3.1623,5.5,0,-2.2787280420948046
3.1623,5.5,1,1.938222524153153
3.1623,6.0,0,-2.5696843839582364
3.1623,6.0,1,2.302225017665105
3.1623,6.5,0,-2.854215676438584
3.1623,6.5,1,2.633123170766666
3.1623,7.0,0,-3.1336540141211704
3.1623,7.0,1,2.9448758620658335
3.1623,7.5,0,-3.4090199201575144
3.1623,7.5,1,3.244113018856663
3.1623,8.0,0,-3.681091664328326
3.1623,8.0,1,3.534554729644868
3.1623,8.5,0,-3.9504668706909984
3.1623,8.5,1,3.818507820194764
3.1623,9.0,0,-4.217609474125275
3.1623,9.0,1,4.097502038113262
3.1623,9.5,0,-4.482884176317105
3.1623,9.5,1,4.372601520684241
3.1623,10.0,0,-4.746580209496669
3.1623,10.0,1,4.644578643125349
3.1623,10.5,0,-5.008930881378105
3.1623,10.5,1,4.914003401816168
3.1623,11.0,0,-5.27012650477818
3.1623,11.0,1,5.181313356175399
3.1623,11.5,0,-5.530321505091698
3.1623,11.5,1,5.446848126412311
3.1623,12.0,0,-5.78964503404896
3.1623,12.0,1,5.710876420275596
3.1623,12.5,0,-6.048204665042425
3.1623,12.5,1,5.973613994112984
3.1623,13.0,0,-6.306090943054319
3.1623,13.0,1,6.235236329094414
3.1623,13.5,0,-6.5633806204250265
3.1623,13.5,1,6.495887777262926
3.1623,14.0,0,-6.820139188883
3.1623,14.0,1,6.755688288194735
3.1623,14.5,0,-7.076422871071326
3.1623,14.5,1,7.014738438489661
3.1623,15.0,0,-7.332280205414447
3.1623,15.0,1,7.273123254423539
3.1623,15.5,0,-7.5877533178976
3.1623,15.5,1,7.5309151472520774
3.1623,16.0,0,-7.842879401617503
3.1623,16.0,1,7.788176204109334
3.1623,16.5,0,-8.097689281584309
3.1623,16.5,1,8.044959988774792
3.1623,17.0,0,-8.352212642702296
3.1623,17.0,1,8.301312977156941
3.1623,17.5,0,-8.606474049874267
3.1623,17.5,1,8.557275705889387
3.1623,18.0,0,-8.860495690162972
3.1623,18.0,1,8.812883703949888
3.1623,18.5,0,-9.114297305366081
3.1623,18.5,1,9.06816825111428
3.1623,19.0,0,-9.367896525656153
3.1623,19.0,1,9.323157003767584
3.1623,19.5,0,-9.621309140108007
3.1623,19.5,1,9.577874510454903
3.1623,20.0,0,-9.874549334787686
3.1623,20.0,1,9.832342640587118
3.1623,20.5,0,-10.127629887559351
3.1623,20.5,1,10.086580944229812
3.1623,21.0,0,-10.380562344816889
3.1623,21.0,1,10.34060695534997
3.1623,21.5,0,-10.633357161103918
3.1623,21.5,1,10.594436447800536
3.1623,22.0,0,-10.886023828016784
3.1623,22.0,1,10.84808365289757
3.1623,22.5,0,-11.138570982522804
3.1623,22.5,1,11.101561443646052
3.1623,23.0,0,-11.391006500739124
3.1623,23.0,1,11.354881497730466
3.1623,23.5,0,-11.643337579746937
3.1623,23.5,1,11.608054432253693
3.1623,24.0,0,-11.895570810691416
3.1623,24.0,1,11.861089921147514
3.1623,24.5,0,-12.14771223962609
3.1623,24.5,1,12.113996803254306
5.6234,0.5,0,-0.03627334038410308
5.6234,1.0,0,-0.07384225028891953
5.6234,1.5,0,-0.11417220725578094
5.6234,2.0,0,-0.1591407898972879
5.6234,2.5,0,-0.21137409843072294
5.6234,3.0,0,-0.27484821692615363
5.6234,3.5,0,-0.35593965903881625
5.6234,4.0,0,-0.4652898201510235
5.6234,4.5,0,-0.6202193987951128
5.6234,5.0,0,-0.8434346842903325
5.6234,5.5,0,-1.1452385525582385
5.6234,6.0,0,-1.500187356169593
5.6234,6.5,0,-1.869157454781198
5.6234,7.0,0,-2.230740774481464
5.6234,7.5,0,-2.5790638955676313
5.6234,7.5,1,1.6894257449378596
5.6234,8.0,0,-2.9142968187988636
5.6234,8.0,1,2.3185908536157576
5.6234,8.5,0,-3.238179530930768
5.6234,8.5,1,2.7736436436828575
5.6234,9.0,0,-3.552575259932926
5.6234,9.0,1,3.1690014963784616
5.6234,9.5,0,-3.8591109273612565
5.6234,9.5,1,3.5315652016287937
5.6234,10.0,0,-4.159111996998051
5.6234,10.0,1,3.8729317188181787
5.6234,10.5,0,-4.453643678343224
5.6234,10.5,1,4.199351180473124
5.6234,11.0,0,-4.743563125118489
5.6234,11.0,1,4.514634952771471
5.6234,11.5,0,-5.029557092798652
5.6234,11.5,1,4.82129934974652
5.6234,12.0,0,-5.31218576566525
5.6234,12.0,1,5.121100723979087
5.6234,12.5,0,-5.591907220389843
5.6234,12.5,1,5.415316631789421
5.6234,13.0,0,-5.869099749094825
5.6234,13.0,1,5.704906479323576
5.6234,13.5,0,-6.144078343077312
5.6234,13.5,1,5.990609324861006
5.6234,14.0,0,-6.417107351487124
5.6234,14.0,1,6.273006464963801
5.6234,14.5,0,-6.688410262378965
5.6234,14.5,1,6.552563131290116
5.6234,15.0,0,-6.958177318468894
5.6234,15.0,1,6.829657202216498
5.6234,15.5,0,-7.226571503188377
5.6234,15.5,1,7.104599531216456
5.6234,16.0,0,-7.493733277519692
5.6234,16.0,1,7.377648686068656
5.6234,16.5,0,-7.759784363824582
5.6234,16.5,1,7.649021853626287
5.6234,17.0,0,-8.024830791913839
5.6234,17.0,1,7.918903051481758
5.6234,17.5,0,-8.288965362878969
5.6234,17.5,1,8.187449409522602
5.6234,18.0,0,-8.552269670634658
5.6234,18.0,1,8.454796042181837
5.6234,18.5,0,-8.814815750777754
5.6234,18.5,1,8.721059873980833
5.6234,19.0,0,-9.076667455602648
5.6234,19.0,1,8.986342676643527
5.6234,19.5,0,-9.33788159056591
5.6234,19.5,1,9.250733025935137
5.6234,20.0,0,-9.598508867766737
5.6234,20.0,1,9.514310665039547
5.6234,20.5,0,-9.858594708412769
5.6234,20.5,1,9.777143328542131
5.6234,21.0,0,-10.118179920811832
5.6234,21.0,1,10.039292852175327
5.6234,21.5,0,-10.377301274716032
5.6234,21.5,1,10.300812572469054
5.6234,22.0,0,-10.63599199344269
5.6234,22.0,1,10.561755701906053
5.6234,22.5,0,-10.894282173731213
5.6234,22.5,1,10.822160674386318
5.6234,23.0,0,-11.152199148483446
5.6234,23.0,1,11.082069642952977
5.6234,23.5,0,-11.409767798287975
5.6234,23.5,1,11.341517667832866
5.6234,24.0,0,-11.667010822690436
5.6234,24.0,1,11.600536914924282
5.6234,24.5,0,-11.923948975279632
5.6234,24.5,1,11.859156568844789
10.0,0.5,0,-0.0210154105317581
10.0,1.0,0,-0.04228637917465285
10.0,1.5,0,-0.0640629084287093
10.0,2.0,0,-0.08664469169036138
10.0,2.5,0,-0.11035488321487379
10.0,3.0,0,-0.13557348482468926
10.0,3.5,0,-0.16277600836103456
10.0,4.0,0,-0.19255218972324414
10.0,4.5,0,-0.22566878993615033
10.0,5.0,0,-0.2631446516473712
10.0,5.5,0,-0.3063759474787271
10.0,6.0,0,-0.3573272299950815
10.0,6.5,0,-0.4188475520519848
10.0,7.0,0,-0.49519015084444923
10.0,7.5,0,-0.592864857383787
10.0,8.0,0,-0.7219326094243035
10.0,8.5,0,-0.8974034239558437
10.0,9.0,0,-1.1383129057829133
10.0,9.5,0,-1.4579984994946802
10.0,10.0,0,-1.846014860162741
10.0,10.5,0,-2.2689995154695346
10.0,11.0,0,-2.6962709023136813
10.0,11.5,0,-3.112459437576784
10.0,12.0,0,-3.5129105085396812
10.0,12.5,0,-3.8976147602653985
10.0,12.5,1,2.8852665971233606
10.0,13.0,0,-4.268094427915087
10.0,13.0,1,3.4838164812874544
10.0,13.5,0,-4.62617836622104
10.0,13.5,1,3.9775390545132536
10.0,14.0,0,-4.973583050446422
10.0,14.0,1,4.41806018779857
10.0,14.5,0,-5.311801423808449
10.0,14.5,1,4.825007553671524
10.0,15.0,0,-5.642089912264585
10.0,15.0,1,5.20841049942766
10.0,15.5,0,-5.965500715413085
10.0,15.5,1,5.574223788807206
10.0,16.0,0,-6.282911978409097
10.0,16.0,1,5.926324985519746
10.0,16.5,0,-6.5950593101663095
10.0,16.5,1,6.2674094505719244
10.0,17.0,0,-6.902562027167634
10.0,17.0,1,6.599429340552278
10.0,17.5,0,-7.20594458561735
10.0,17.5,1,6.9238579256993384
10.0,18.0,0,-7.505653821327137
10.0,18.0,1,7.241834124487467
10.0,18.5,0,-7.802072739654069
10.0,18.5,1,7.5542590538830705
10.0,19.0,0,-8.095531556958294
10.0,19.0,1,7.861858961863087
10.0,19.5,0,-8.386316559879031
10.0,19.5,1,8.165228314159846
10.0,20.0,0,-8.674677261948041
10.0,20.0,1,8.464860191838651
10.0,20.5,0,-8.960832203542225
10.0,20.5,1,8.761168271690591
10.0,21.0,0,-9.24497368862318
10.0,21.0,1,9.054503094419454
10.0,21.5,0,-9.527271674466144
10.0,21.5,1,9.345164316739352
10.0,22.0,0,-9.807878006507899
10.0,22.0,1,9.633410100934768
10.0,22.5,0,-10.086923977445542
10.0,22.5,1,9.91946441744362
10.0,23.0,0,-10.364532773475784
10.0,23.0,1,10.203522799117142
10.0,23.5,0,-10.640811131148475
10.0,23.5,1,10.485756920867484
10.0,24.0,0,-10.915856028011335
10.0,24.0,1,10.766318294572674
10.0,24.5,0,-11.189754998484942
10.0,24.5,1,11.045341271862332
17.7828,0.5,0,-0.012023098241367264
17.7828,1.0,0,-0.02409730839505614
17.7828,1.5,0,-0.03626263042592935
17.7828,2.0,0,-0.0485723983457057
17.7828,2.5,0,-0.06107327841514461
17.7828,3.0,0,-0.07382860828032775
17.7828,3.5,0,-0.08688891068998174
17.7828,4.0,0,-0.10031966770090184
17.7828,4.5,0,-0.11419184667351938
17.7828,5.0,0,-0.12858264025541913
17.7828,5.5,0,-0.1435796311179169
17.7828,6.0,0,-0.15928241059897622
17.7828,6.5,0,-0.17580535932914282
17.7828,7.0,0,-0.19328112950491597
17.7828,7.5,0,-0.21186505615253703
17.7828,8.0,0,-0.23174082273599056
17.7828,8.5,0,-0.2531278008395597
17.7828,9.0,0,-0.2762906960554147
17.7828,9.5,0,-0.301552386539797
17.7828,10.0,0,-0.32931123820118535
17.7828,10.5,0,-0.36006438740588476
17.7828,11.0,0,-0.39444278645044806
17.7828,11.5,0,-0.43325357952848065
17.7828,12.0,0,-0.47755123315324843
17.7828,12.5,0,-0.52873337119223
17.7828,13.0,0,-0.5886868903763594
17.7828,13.5,0,-0.660007798630562
17.7828,14.0,0,-0.7463353383994388
17.7828,14.5,0,-0.8528550495499106
17.7828,15.0,0,-0.9870191365543342
17.7828,15.5,0,-1.1594178100144177
17.7828,16.0,0,-1.3842422295741832
17.7828,16.5,0,-1.677436454432402
17.7828,17.0,0,-2.0492430885213997
17.7828,17.5,0,-2.4925872887532186
17.7828,18.0,0,-2.981396255053578
17.7828,18.5,0,-3.485640325307161
17.7828,19.0,0,-3.9848335462757714
17.7828,19.5,0,-4.469253629542762
17.7828,20.0,0,-4.935815604818257
17.7828,20.5,0,-5.384573088371957
17.7828,20.5,1,3.704571059396174
17.7828,21.0,0,-5.816815884911625
17.7828,21.0,1,4.523669789230029
17.7828,21.5,0,-6.234195445446256
17.7828,21.5,1,5.1607358537411
17.7828,22.0,0,-6.638359499554023
17.7828,22.0,1,5.714660739996264
17.7828,22.5,0,-7.030816030347291
17.7828,22.5,1,6.217787164257609
17.7828,23.0,0,-7.4128956421376335
17.7828,23.0,1,6.6857006390322296
17.7828,23.5,0,-7.785753993584832
17.7828,23.5,1,7.127377361560038
17.7828,24.0,0,-8.15038881540616
17.7828,24.0,1,7.548563843793726
17.7828,24.5,0,-8.50766070850274
17.7828,24.5,1,7.9532081591274455
31.6228,0.5,0,-0.006828601929005764
31.6228,1.0,0,-0.013667204263347438
31.6228,1.5,0,-0.020521270746415868
31.6228,2.0,0,-0.027399654795547953
31.6228,2.5,0,-0.03431713617242381
31.6228,3.0,0,-0.04127587715952166
31.6228,3.5,0,-0.04828688482949841
31.6228,4.0,0,-0.05536253990710885
31.6228,4.5,0,-0.06250914859606768
31.6228,5.0,0,-0.069737582488186
31.6228,5.5,0,-0.07706014834395596
31.6228,6.0,0,-0.08448510698590322
31.6228,6.5,0,-0.09202775848084864
31.6228,7.0,0,-0.09969807029311817
31.6228,7.5,0,-0.10750913619299261
31.6228,8.0,0,-0.11547516578999142
31.6228,8.5,0,-0.12361094025880806
31.6228,9.0,0,-0.13193227164314036
31.6228,9.5,0,-0.14045614071945706
31.6228,10.0,0,-0.14920084396849684
31.6228,10.5,0,-0.15818615582948847
31.6228,11.0,0,-0.16743352202924164
31.6228,11.5,0,-0.17696626916553476
31.6228,12.0,0,-0.18680985140758397
31.6228,12.5,0,-0.19699213970312113
31.6228,13.0,0,-0.20754373851130642
31.6228,13.5,0,-0.21849837085911622
31.6228,14.0,0,-0.22989331406264818
31.6228,14.5,0,-0.2417699139423667
31.6228,15.0,0,-0.25417419198207847
31.6228,15.5,0,-0.26715754841039563
31.6228,16.0,0,-0.28077761248200056
31.6228,16.5,0,-0.29509923435877666
31.6228,17.0,0,-0.31019569070882513
31.6228,17.5,0,-0.326150123013701
31.6228,18.0,0,-0.34305621696666927
31.6228,18.5,0,-0.36102565585678026
31.6228,19.0,0,-0.380180060850497
31.6228,19.5,0,-0.4006648645149908
31.6228,20.0,0,-0.4226479618150031
31.6228,20.5,0,-0.44632578103277865
31.6228,21.0,0,-0.4719295844921594
31.6228,21.5,0,-0.4997335019356103
31.6228,22.0,0,-0.530064861869456
31.6228,22.5,0,-0.5633175952284603
31.6228,23.0,0,-0.5999698275328521
31.6228,23.5,0,-0.6406072115736894
31.6228,24.0,0,-0.6859542285728171
31.6228,24.5,0,-0.7369166917710757
