Gamma_e,delta_a,delta_f,OmegaA,OmegaB,MuB,peak_index,peak_position
0.0316,23.0,22.9999071563557,0.0461818660016449,1.46346980164805,0.0,0,-11.499953578227725
0.0316,23.0,22.9999071563557,0.0461818660016449,1.46346980164805,0.0,1,11.4999535781779
0.0316,23.5,23.499909168902,0.0461818831896768,1.46346952677207,0.0,0,-11.749954584504147
0.0316,23.5,23.499909168902,0.0461818831896768,1.46346952677207,0.0,1,11.749954584451606
0.0316,24.0,23.9999109320657,0.0461818756485568,1.46346574964521,0.0,0,-11.99995546608941
0.0316,24.0,23.9999109320657,0.0461818756485568,1.46346574964521,0.0,1,11.999955466032375
0.0316,24.5,24.4999126070996,0.0462151390055606,1.46347009728737,0.0,0,-12.249956303609936
0.0316,24.5,24.4999126070996,0.0462151390055606,1.46347009728737,0.0,1,12.249956303549455
0.0562,0.5,0.496111723095057,0.0817615551924773,1.40487580657109,0.0,0,-0.24788266558429523
0.0562,0.5,0.496111723095057,0.0817615551924773,1.40487580657109,0.0,1,0.24805428462423443
0.0562,1.0,0.994332433991395,0.0820299076667465,1.4581662981984,0.0,0,-0.49700254899140733
0.0562,1.0,0.994332433991395,0.0820299076667465,1.4581662981984,0.0,1,0.49716827272097663
0.0562,1.5,1.49451846501718,0.0821704351876034,1.50715278949919,0.0,0,-0.7471792927058925
0.0562,1.5,1.49451846501718,0.0821704351876034,1.50715278949919,0.0,1,0.747258977922776
0.0562,2.0,1.99562128035255,0.0821456923562219,1.50895574023651,0.0,0,-0.9977854713058957
0.0562,2.0,1.99562128035255,0.0821456923562219,1.50895574023651,0.0,1,0.9978114178754985
0.0562,2.5,2.49677924702766,0.0821646623755059,1.48016963143156,0.0,0,-1.248386127676899
0.0562,2.5,2.49677924702766,0.0821646623755059,1.48016963143156,0.0,1,1.248389623509807
0.0562,3.0,2.9975314087887,0.0821288896548023,1.46473793044073,0.0,0,-1.498765408573874
0.0562,3.0,2.9975314087887,0.0821288896548023,1.46473793044073,0.0,1,1.4987657043960019
0.0562,3.5,3.49796585267781,0.0821064851650925,1.46313273158838,0.0,0,-1.748982909988771
0.0562,3.5,3.49796585267781,0.0821064851650925,1.46313273158838,0.0,1,1.7489829263391767
0.0562,4.0,3.99825030976736,0.0820941541350101,1.46438753881622,0.0,0,-1.9991251543068016
0.0562,4.0,3.99825030976736,0.0820941541350101,1.46438753881622,0.0,1,1.9991251548822035
0.0562,4.5,4.49845951539602,0.0820365859003663,1.4651424849132,0.0,0,-2.249229757685573
0.0562,4.5,4.49845951539602,0.0820365859003663,1.4651424849132,0.0,1,2.2492297576948483
0.0562,5.0,4.99861989681782,0.0820810076147151,1.46543372869401,0.0,0,-2.4993099484088988
0.0562,5.0,4.99861989681782,0.0820810076147151,1.46543372869401,0.0,1,2.4993099484090546
0.0562,5.5,5.49875053910733,0.0820774040928495,1.46554561853186,0.0,0,-2.7493752695538607
0.0562,5.5,5.49875053910733,0.0820774040928495,1.46554561853186,0.0,1,2.7493752695553284
0.0562,6.0,5.99885857501666,0.0820743163120433,1.46560513588079,0.0,0,-2.9994292875086055
0.0562,6.0,5.99885857501666,0.0820743163120433,1.46560513588079,0.0,1,2.9994292875102797
0.0562,6.5,6.49894820646442,0.0820719571319747,1.46562817170524,0.0,0,-3.2494741032325645
0.0562,6.5,6.49894820646442,0.0820719571319747,1.46562817170524,0.0,1,3.2494741032312717
0.0562,7.0,6.99902508053457,0.0820703051026635,1.46563354570918,0.0,0,-3.4995125402677267
0.0562,7.0,6.99902508053457,0.0820703051026635,1.46563354570918,0.0,1,3.4995125402671277
0.0562,7.5,7.4990915527673,0.0820691100144746,1.46565384124362,0.0,0,-3.7495457763841986
0.0562,7.5,7.4990915527673,0.0820691100144746,1.46565384124362,0.0,1,3.7495457763846347
0.0562,8.0,7.9991496774654,0.0820683530602942,1.46566413401275,0.0,0,-3.999574838733368
0.0562,8.0,7.9991496774654,0.0820683530602942,1.46566413401275,0.0,1,3.9995748387321974
0.0562,8.5,8.49920064558277,0.0820673249309508,1.46566086641766,0.0,0,-4.249600322792176
0.0562,8.5,8.49920064558277,0.0820673249309508,1.46566086641766,0.0,1,4.2496003227908155
0.0562,9.0,8.99924565774613,0.082066467390913,1.46566676633589,0.0,0,-4.499622828874011
0.0562,9.0,8.99924565774613,0.082066467390913,1.46566676633589,0.0,1,4.499622828872349
0.0562,9.5,9.49928523986342,0.0820667051238705,1.46565206566989,0.0,0,-4.74964261993282
0.0562,9.5,9.49928523986342,0.0820667051238705,1.46565206566989,0.0,1,4.749642619933083
0.0562,10.0,9.99932199620509,0.0820650455972129,1.46566564347307,0.0,0,-4.999660998103846
0.0562,10.0,9.99932199620509,0.0820650455972129,1.46566564347307,0.0,1,4.999660998101943
0.0562,10.5,10.4993550076754,0.0820151020888837,1.46566826179784,0.0,0,-5.249677503839205
0.0562,10.5,10.4993550076754,0.0820151020888837,1.46566826179784,0.0,1,5.249677503837887
0.0562,11.0,10.9993841616893,0.0820642052594266,1.46566971100532,0.0,0,-5.499692080846376
0.0562,11.0,10.9993841616893,0.0820642052594266,1.46566971100532,0.0,1,5.499692080844814
0.0562,11.5,11.4994110855149,0.0820641642643435,1.46566710434815,0.0,0,-5.7497055427594255
0.0562,11.5,11.4994110855149,0.0820641642643435,1.46566710434815,0.0,1,5.749705542756648
0.0562,12.0,11.9994357710772,0.0820637036897395,1.4656682190864,0.0,0,-5.9997178855408375
0.0562,12.0,11.9994357710772,0.0820637036897395,1.4656682190864,0.0,1,5.999717885538446
0.0562,12.5,12.4994584255779,0.0820634056670071,1.46566948781988,0.0,0,-6.249729212791482
0.0562,12.5,12.4994584255779,0.0820634056670071,1.46566948781988,0.0,1,6.249729212789194
0.0562,13.0,12.9994796487859,0.0820630498499399,1.46566522332908,0.0,0,-6.499739824395801
0.0562,13.0,12.9994796487859,0.0820630498499399,1.46566522332908,0.0,1,6.499739824394547
0.0562,13.5,13.4994987182129,0.0820627033944406,1.46567086240843,0.0,0,-6.749749359109643
0.0562,13.5,13.4994987182129,0.0820627033944406,1.46567086240843,0.0,1,6.7497493591073505
0.0562,14.0,13.9995169008165,0.0820130188550618,1.46566182494459,0.0,0,-6.999758450411812
0.0562,14.0,13.9995169008165,0.0820130188550618,1.46566182494459,0.0,1,6.999758450407567
0.0562,14.5,14.4995334827324,0.0820627353842156,1.46566588572837,0.0,0,-7.249766741370155
0.0562,14.5,14.4995334827324,0.0820627353842156,1.46566588572837,0.0,1,7.249766741367062
0.0562,15.0,14.9995489796663,0.0820622519740404,1.46566396206567,0.0,0,-7.499774489837527
0.0562,15.0,14.9995489796663,0.0820622519740404,1.46566396206567,0.0,1,7.499774489834149
0.0562,15.5,15.4995640710425,0.0820622184117369,1.4656643743263,0.0,0,-7.749782035526082
0.0562,15.5,15.4995640710425,0.0820622184117369,1.4656643743263,0.0,1,7.749782035520305
0.0562,16.0,15.9995775971158,0.0820622036394328,1.46566500314738,0.0,0,-7.999788798563208
0.0562,16.0,15.9995775971158,0.0820622036394328,1.46566500314738,0.0,1,7.999788798557218
0.0562,16.5,16.4995905430138,0.0820621341688982,1.46566470175507,0.0,0,-8.249795271512726
0.0562,16.5,16.4995905430138,0.0820621341688982,1.46566470175507,0.0,1,8.249795271507027
0.0562,17.0,16.999602422638,0.0820618939305082,1.46565852480039,0.0,0,-8.499801211325373
0.0562,17.0,16.999602422638,0.0820618939305082,1.46565852480039,0.0,1,8.49980121131946
0.0562,17.5,17.4996134507321,0.0820616699128646,1.4656595515535,0.0,0,-8.749806725373002
0.0562,17.5,17.4996134507321,0.0820616699128646,1.4656595515535,0.0,1,8.749806725366689
0.0562,18.0,17.9996246502642,0.0820617990230785,1.46566394876543,0.0,0,-8.999812325139665
0.0562,18.0,17.9996246502642,0.0820617990230785,1.46566394876543,0.0,1,8.999812325132288
0.0562,18.5,18.4996348143889,0.0820615057261989,1.46566635002943,0.0,0,-9.249817407202663
0.0562,18.5,18.4996348143889,0.0820615057261989,1.46566635002943,0.0,1,9.24981740719436
0.0562,19.0,18.9996445559146,0.0820613946678337,1.46566273884395,0.0,0,-9.499822277966198
0.0562,19.0,18.9996445559146,0.0820613946678337,1.46566273884395,0.0,1,9.499822277957302
0.0562,19.5,19.4996536021569,0.0820612681054363,1.46566585074705,0.0,0,-9.749826801088066
0.0562,19.5,19.4996536021569,0.0820612681054363,1.46566585074705,0.0,1,9.74982680107904
0.0562,20.0,19.9996627100801,0.0820613288223275,1.46566253624014,0.0,0,-9.999831355050423
0.0562,20.0,19.9996627100801,0.0820613288223275,1.46566253624014,0.0,1,9.999831355040419
0.0562,20.5,20.4996703659698,0.0820613748980716,1.46566831429762,0.0,0,-10.24983518299607
0.0562,20.5,20.4996703659698,0.0820613748980716,1.46566831429762,0.0,1,10.24983518298504
0.0562,21.0,20.9996787250183,0.0820116887114582,1.46566192738368,0.0,0,-10.499839362521124
0.0562,21.0,20.9996787250183,0.0820116887114582,1.46566192738368,0.0,1,10.499839362509652
0.0562,21.5,21.4996858408756,0.0820614302051381,1.46566706670479,0.0,0,-10.749842920450687
0.0562,21.5,21.4996858408756,0.0820614302051381,1.46566706670479,0.0,1,10.749842920438056
0.0562,22.0,21.9996936229382,0.0820118093542628,1.46565616110967,0.0,0,-10.999846811482925
0.0562,22.0,21.9996936229382,0.0820118093542628,1.46565616110967,0.0,1,10.999846811469812
0.0562,22.5,22.4997001620926,0.0820613451077453,1.46565469853959,0.0,0,-11.249850081061076
0.0562,22.5,22.4997001620926,0.0820613451077453,1.46565469853959,0.0,1,11.249850081046121
0.0562,23.0,22.9997066211446,0.0820611081204603,1.46566231505355,0.0,0,-11.49985331058808
0.0562,23.0,22.9997066211446,0.0820611081204603,1.46566231505355,0.0,1,11.499853310572094
0.0562,23.5,23.4997124432882,0.0820612200346437,1.46566127398052,0.0,0,-11.74985622166093
0.0562,23.5,23.4997124432882,0.0820612200346437,1.46566127398052,0.0,1,11.749856221643988
0.0562,24.0,23.9997187702734,0.0820611157998401,1.46566728020177,0.0,0,-11.99985938515463
0.0562,24.0,23.9997187702734,0.0820611157998401,1.46566728020177,0.0,1,11.99985938513711
0.0562,24.5,24.4997244507902,0.0820611151653585,1.46566307889719,0.0,0,-12.249862225414175
0.0562,24.5,24.4997244507902,0.0820611151653585,1.46566307889719,0.0,1,12.24986222539464
0.1,0.5,0.489130340677407,0.14330557141371,1.37214824055272,0.0,0,-0.2436313898108617
0.1,0.5,0.489130340677407,0.14330557141371,1.37214824055272,0.0,1,0.2440690455382451
0.1,1.0,0.983583499193824,0.144834436204558,1.44335793322227,0.0,0,-0.4908924603965066
0.1,1.0,0.983583499193824,0.144834436204558,1.44335793322227,0.0,1,0.49179378309938493
0.1,1.5,1.48355701492983,0.145711299133658,1.52547024660351,0.0,0,-0.7413155805246086
0.1,1.5,1.48355701492983,0.145711299133658,1.52547024660351,0.0,1,0.7417782302982242
0.1,2.0,1.98630850651297,0.145947594084812,1.54559116946925,0.0,0,-0.993003867628861
0.1,2.0,1.98630850651297,0.145947594084812,1.54559116946925,0.0,1,0.9931550117711484
0.1,2.5,2.48977969373034,0.145822119099208,1.50344501237635,0.0,0,-1.2448673298464252
0.1,2.5,2.48977969373034,0.145822119099208,1.50344501237635,0.0,1,1.2448898468613707
0.1,3.0,2.99220040449033,0.14562399760375,1.47393254071197,0.0,0,-1.4960983301245314
0.1,3.0,2.99220040449033,0.14562399760375,1.47393254071197,0.0,1,1.4961002022417118
0.1,3.5,3.49358945289845,0.145501054017027,1.46936838655928,0.0,0,-1.7467946227115043
0.1,3.5,3.49358945289845,0.145501054017027,1.46936838655928,0.0,1,1.7467947264518158
0.1,4.0,3.99448895799027,0.145431096140069,1.47082070025948,0.0,0,-1.9972444751911411
0.1,4.0,3.99448895799027,0.145431096140069,1.47082070025948,0.0,1,1.99724447899536
0.1,4.5,4.49514467022834,0.145389646889166,1.47193090690647,0.0,0,-2.247572335026994
0.1,4.5,4.49514467022834,0.145389646889166,1.47193090690647,0.0,1,2.247572335116054
0.1,5.0,4.9956578761334,0.145362303541631,1.47237097524501,0.0,0,-2.497828938065503
0.1,5.0,4.9956578761334,0.145362303541631,1.47237097524501,0.0,1,2.4978289380675602
0.1,5.5,5.4960688378769,0.145338848052043,1.47250686736801,0.0,0,-2.7480344189385306
0.1,5.5,5.4960688378769,0.145338848052043,1.47250686736801,0.0,1,2.748034418939523
0.1,6.0,5.99640872870524,0.145323931048915,1.47255794105932,0.0,0,-2.998204364352667
0.1,6.0,5.99640872870524,0.145323931048915,1.47255794105932,0.0,1,2.998204364351706
0.1,6.5,6.49669288332629,0.14531164796053,1.472581150944,0.0,0,-3.248346441663279
0.1,6.5,6.49669288332629,0.14531164796053,1.472581150944,0.0,1,3.248346441663053
0.1,7.0,6.99693448761848,0.145301847069991,1.47259565975078,0.0,0,-3.498467243809401
0.1,7.0,6.99693448761848,0.145301847069991,1.47259565975078,0.0,1,3.4984672438105897
0.1,7.5,7.49714361060425,0.145294319766033,1.47259499582989,0.0,0,-3.7485718053023014
0.1,7.5,7.49714361060425,0.145294319766033,1.47259499582989,0.0,1,3.7485718053022294
0.1,8.0,7.99732596638543,0.145287997934253,1.47259715743624,0.0,0,-3.9986629831929497
0.1,8.0,7.99732596638543,0.145287997934253,1.47259715743624,0.0,1,3.998662983192629
0.1,8.5,8.4974860956025,0.145284294982788,1.47259781037342,0.0,0,-4.248743047801513
0.1,8.5,8.4974860956025,0.145284294982788,1.47259781037342,0.0,1,4.248743047800855
0.1,9.0,8.997627378516,0.145279539143709,1.47257970195079,0.0,0,-4.498813689258308
0.1,9.0,8.997627378516,0.145279539143709,1.47257970195079,0.0,1,4.498813689258721
0.1,9.5,9.497753621136,0.14527507113224,1.47257853457144,0.0,0,-4.748876810568362
0.1,9.5,9.497753621136,0.14527507113224,1.47257853457144,0.0,1,4.748876810568167
0.1,10.0,9.99786755239157,0.145271792223074,1.47258223097845,0.0,0,-4.998933776196188
0.1,10.0,9.99786755239157,0.145271792223074,1.47258223097845,0.0,1,4.998933776196821
0.1,10.5,10.4979698412282,0.145270179450268,1.47257868453811,0.0,0,-5.248984920614572
0.1,10.5,10.4979698412282,0.145270179450268,1.47257868453811,0.0,1,5.248984920613465
0.1,11.0,10.9980635795005,0.145267828236743,1.47257645092955,0.0,0,-5.499031789750804
0.1,11.0,10.9980635795005,0.145267828236743,1.47257645092955,0.0,1,5.499031789749816
0.1,11.5,11.498147869538,0.145266394224497,1.47257198051654,0.0,0,-5.749073934769632
0.1,11.5,11.498147869538,0.145266394224497,1.47257198051654,0.0,1,5.7490739347688615
0.1,12.0,11.9982271464934,0.145262883453092,1.47257093982277,0.0,0,-5.999113573247415
0.1,12.0,11.9982271464934,0.145262883453092,1.47257093982277,0.0,1,5.999113573246627
0.1,12.5,12.4982974566589,0.145262605199904,1.47256013884869,0.0,0,-6.249148728330265
0.1,12.5,12.4982974566589,0.145262605199904,1.47256013884869,0.0,1,6.249148728330123
0.1,13.0,12.9983632368855,0.145260800634013,1.47255451310051,0.0,0,-6.499181618443657
0.1,13.0,12.9983632368855,0.145260800634013,1.47255451310051,0.0,1,6.499181618443151
0.1,13.5,13.4984246130036,0.145259277358215,1.47255087769147,0.0,0,-6.749212306502806
0.1,13.5,13.4984246130036,0.145259277358215,1.47255087769147,0.0,1,6.749212306501047
0.1,14.0,13.9984807878078,0.145258688767859,1.47254864104269,0.0,0,-6.9992403939050405
0.1,14.0,13.9984807878078,0.145258688767859,1.47254864104269,0.0,1,6.999240393903903
0.1,14.5,14.4985335446856,0.145257807989074,1.47254997611913,0.0,0,-7.2492667723440665
0.1,14.5,14.4985335446856,0.145257807989074,1.47254997611913,0.0,1,7.249266772342796
0.1,15.0,14.9985841408007,0.145257716353992,1.4725500059657,0.0,0,-7.499292070401745
0.1,15.0,14.9985841408007,0.145257716353992,1.4725500059657,0.0,1,7.499292070400993
0.1,15.5,15.4986291118469,0.145256422081743,1.47255045759952,0.0,0,-7.749314555924991
0.1,15.5,15.4986291118469,0.145256422081743,1.47255045759952,0.0,1,7.749314555923135
0.1,16.0,15.998671676263,0.145255279629791,1.47254802426723,0.0,0,-7.999335838133191
0.1,16.0,15.998671676263,0.145255279629791,1.47254802426723,0.0,1,7.999335838131901
0.1,16.5,16.4987129073001,0.145255032978703,1.47255337023211,0.0,0,-8.249356453651908
0.1,16.5,16.4987129073001,0.145255032978703,1.47255337023211,0.0,1,8.249356453650678
0.1,17.0,16.9987498043348,0.145254646101858,1.47254832618531,0.0,0,-8.499374902169443
0.1,17.0,16.9987498043348,0.145254646101858,1.47254832618531,0.0,1,8.499374902167702
0.1,17.5,17.4987868770151,0.145253758868396,1.47255141522949,0.0,0,-8.749393438509765
0.1,17.5,17.4987868770151,0.145253758868396,1.47255141522949,0.0,1,8.749393438507806
0.1,18.0,17.9988203656263,0.145252742215572,1.47254968104697,0.0,0,-8.999410182815568
0.1,18.0,17.9988203656263,0.145252742215572,1.47254968104697,0.0,1,8.999410182813202
0.1,18.5,18.4988512118494,0.145252860603791,1.472531252225,0.0,0,-9.249425605927318
0.1,18.5,18.4988512118494,0.145252860603791,1.472531252225,0.0,1,9.249425605924918
0.1,19.0,18.998882157345,0.145253167407394,1.47253998949626,0.0,0,-9.499441078675343
0.1,19.0,18.998882157345,0.145253167407394,1.47253998949626,0.0,1,9.49944107867174
0.1,19.5,19.4989112561424,0.145251923374607,1.47254704917537,0.0,0,-9.74945562807426
0.1,19.5,19.4989112561424,0.145251923374607,1.47254704917537,0.0,1,9.749455628071235
0.1,20.0,19.9989379734752,0.145251773436647,1.47253547800919,0.0,0,-9.99946898674091
0.1,20.0,19.9989379734752,0.145251773436647,1.47253547800919,0.0,1,9.999468986737496
0.1,20.5,20.4989639050652,0.14525183633163,1.47253045115486,0.0,0,-10.249481952536168
0.1,20.5,20.4989639050652,0.14525183633163,1.47253045115486,0.0,1,10.249481952532584
0.1,21.0,20.9989889705652,0.145251508692211,1.47252908846116,0.0,0,-10.49949448528643
0.1,21.0,20.9989889705652,0.145251508692211,1.47252908846116,0.0,1,10.499494485282646
0.1,21.5,21.4990121674088,0.145250725337934,1.47253431596869,0.0,0,-10.749506083708512
0.1,21.5,21.4990121674088,0.145250725337934,1.47253431596869,0.0,1,10.74950608370409
0.1,22.0,21.9990357636371,0.145249929179048,1.47253544568775,0.0,0,-10.999517881822904
0.1,22.0,21.9990357636371,0.145249929179048,1.47253544568775,0.0,1,10.999517881818615
0.1,22.5,22.4990569148978,0.145250859846426,1.47253647046483,0.0,0,-11.249528457453618
0.1,22.5,22.4990569148978,0.145250859846426,1.47253647046483,0.0,1,11.249528457448799
0.1,23.0,22.999077273848,0.14525043171495,1.47253914702995,0.0,0,-11.499538636929037
0.1,23.0,22.999077273848,0.14525043171495,1.47253914702995,0.0,1,11.499538636923454
0.1,23.5,23.4990962658321,0.14525020198196,1.47253118606124,0.0,0,-11.749548132921474
0.1,23.5,23.4990962658321,0.14525020198196,1.47253118606124,0.0,1,11.749548132915722
0.1,24.0,23.9991155551106,0.145249089495255,1.47253091263028,0.0,0,-11.999557777561021
0.1,24.0,23.9991155551106,0.145249089495255,1.47253091263028,0.0,1,11.999557777556019
0.1,24.5,24.499133824462,0.145249262603361,1.4725351350372,0.0,0,-12.24956691223709
0.1,24.5,24.499133824462,0.145249262603361,1.4725351350372,0.0,1,12.2495669122308
0.1778,0.5,0.474574771662424,0.2430215827657,1.34522043184547,0.0,0,-0.23294332784972216
0.1778,1.0,0.957210315760336,0.250270191355911,1.41101221614997,0.0,0,-0.47393300942715166
0.1778,1.0,0.957210315760336,0.250270191355911,1.41101221614997,0.0,1,0.47859147954855313
0.1778,1.5,1.45335432771766,0.255709250012719,1.53257793358018,0.0,0,-0.7240598244001168
0.1778,1.5,1.45335432771766,0.255709250012719,1.53257793358018,0.0,1,0.7266768244738058
0.1778,2.0,1.95830881695437,0.257844776781004,1.59856716791586,0.0,0,-0.9781638830140719
0.1778,2.0,1.95830881695437,0.257844776781004,1.59856716791586,0.0,1,0.9791551093117481
0.1778,2.5,2.46740954970595,0.25777021256093,1.56173166804578,0.0,0,-1.2335179645299457
0.1778,2.5,2.46740954970595,0.25777021256093,1.56173166804578,0.0,1,1.233704774855196
0.1778,3.0,2.97528993078832,0.256758308426235,1.5060480704952,0.0,0,-1.4876292171229089
0.1778,3.0,2.97528993078832,0.256758308426235,1.5060480704952,0.0,1,1.4876449653956316
0.1778,3.5,3.47986138956442,0.25606581854782,1.49205592479728,0.0,0,-1.739929823129523
0.1778,3.5,3.47986138956442,0.25606581854782,1.49205592479728,0.0,1,1.7399306947794386
0.1778,4.0,3.98274719100011,0.255690453404605,1.492215948217,0.0,0,-1.9913735602666114
0.1778,4.0,3.98274719100011,0.255690453404605,1.492215948217,0.0,1,1.9913735955042828
0.1778,4.5,4.48483029215234,0.255461185086977,1.4934096520879,0.0,0,-2.2424151451530805
0.1778,4.5,4.48483029215234,0.255461185086977,1.4934096520879,0.0,1,2.24241514607759
0.1778,5.0,4.98644532883815,0.255300461717627,1.49387742728145,0.0,0,-2.493222664403803
0.1778,5.0,4.98644532883815,0.255300461717627,1.49387742728145,0.0,1,2.493222664414972
0.1778,5.5,5.48774143307919,0.255187607053437,1.49397011060251,0.0,0,-2.743870716539485
0.1778,5.5,5.48774143307919,0.255187607053437,1.49397011060251,0.0,1,2.7438707165372755
0.1778,6.0,5.98880554494597,0.255103294476122,1.49393857959152,0.0,0,-2.9944027724730162
0.1778,6.0,5.98880554494597,0.255103294476122,1.49393857959152,0.0,1,2.9944027724733577
0.1778,6.5,6.48969560819073,0.255037154805493,1.49391082589948,0.0,0,-3.244847804095394
0.1778,6.5,6.48969560819073,0.255037154805493,1.49391082589948,0.0,1,3.2448478040950577
0.1778,7.0,6.99045412369729,0.254984942131355,1.49386071813473,0.0,0,-3.4952270618486687
0.1778,7.0,6.99045412369729,0.254984942131355,1.49386071813473,0.0,1,3.495227061847503
0.1778,7.5,7.49110788657428,0.254944196307976,1.4938214537512,0.0,0,-3.7455539432872076
0.1778,7.5,7.49110788657428,0.254944196307976,1.4938214537512,0.0,1,3.7455539432844627
0.1778,8.0,7.99167494494996,0.254912935697257,1.49377230774621,0.0,0,-3.9958374724750376
0.1778,8.0,7.99167494494996,0.254912935697257,1.49377230774621,0.0,1,3.9958374724749386
0.1778,8.5,8.49217469450881,0.254886998619036,1.49374178773283,0.0,0,-4.2460873472544876
0.1778,8.5,8.49217469450881,0.254886998619036,1.49374178773283,0.0,1,4.246087347254814
0.1778,9.0,8.99261773646181,0.254860467056626,1.49370042447941,0.0,0,-4.496308868231006
0.1778,9.0,8.99261773646181,0.254860467056626,1.49370042447941,0.0,1,4.496308868232201
0.1778,9.5,9.49301223023347,0.254842210450859,1.49368322845984,0.0,0,-4.7465061151168335
0.1778,9.5,9.49301223023347,0.254842210450859,1.49368322845984,0.0,1,4.746506115117421
0.1778,10.0,9.99336644015065,0.254827700075565,1.49366445939771,0.0,0,-4.996683220075459
0.1778,10.0,9.99336644015065,0.254827700075565,1.49366445939771,0.0,1,4.996683220075594
0.1778,10.5,10.4936858768533,0.254814444127681,1.49364208786196,0.0,0,-5.246842938426801
0.1778,10.5,10.4936858768533,0.254814444127681,1.49364208786196,0.0,1,5.2468429384255755
0.1778,11.0,10.9939764755795,0.254800529001112,1.49361002388851,0.0,0,-5.496988237789946
0.1778,11.0,10.9939764755795,0.254800529001112,1.49361002388851,0.0,1,5.496988237788979
0.1778,11.5,11.4942411006087,0.254787421318554,1.49359483885119,0.0,0,-5.747120550304547
0.1778,11.5,11.4942411006087,0.254787421318554,1.49359483885119,0.0,1,5.747120550305146
0.1778,12.0,11.9944844405654,0.254780949854856,1.49358963884023,0.0,0,-5.997242220282952
0.1778,12.0,11.9944844405654,0.254780949854856,1.49358963884023,0.0,1,5.997242220283494
0.1778,12.5,12.4947062477323,0.254770435953647,1.49357256650287,0.0,0,-6.2473531238664135
0.1778,12.5,12.4947062477323,0.254770435953647,1.49357256650287,0.0,1,6.247353123865495
0.1778,13.0,12.9949107028325,0.254762983607378,1.49356100082233,0.0,0,-6.497455351416558
0.1778,13.0,12.9949107028325,0.254762983607378,1.49356100082233,0.0,1,6.497455351415925
0.1778,13.5,13.4950997229882,0.254757900880767,1.49354303520796,0.0,0,-6.7475498614944405
0.1778,13.5,13.4950997229882,0.254757900880767,1.49354303520796,0.0,1,6.747549861494348
0.1778,14.0,13.9952743874232,0.254752384468568,1.49353925022931,0.0,0,-6.997637193711989
0.1778,14.0,13.9952743874232,0.254752384468568,1.49353925022931,0.0,1,6.997637193711414
0.1778,14.5,14.4954415985173,0.254749471378447,1.49352078605478,0.0,0,-7.247720799259045
0.1778,14.5,14.4954415985173,0.254749471378447,1.49352078605478,0.0,1,7.2477207992597945
0.1778,15.0,14.9955942568302,0.254744195623215,1.49352361420117,0.0,0,-7.497797128415558
0.1778,15.0,14.9955942568302,0.254744195623215,1.49352361420117,0.0,1,7.497797128415487
0.1778,15.5,15.4957357798276,0.254738287592038,1.49352064548154,0.0,0,-7.747867889914296
0.1778,15.5,15.4957357798276,0.254738287592038,1.49352064548154,0.0,1,7.747867889914089
0.1778,16.0,15.9958718779386,0.254733133746004,1.49350755006355,0.0,0,-7.997935938969855
0.1778,16.0,15.9958718779386,0.254733133746004,1.49350755006355,0.0,1,7.99793593896967
0.1778,16.5,16.4959967824179,0.254730887755977,1.49349729287017,0.0,0,-8.247998391209574
0.1778,16.5,16.4959967824179,0.254730887755977,1.49349729287017,0.0,1,8.24799839120799
0.1778,17.0,16.9961140021234,0.254726887262479,1.49350137342309,0.0,0,-8.498057001062337
0.1778,17.0,16.9961140021234,0.254726887262479,1.49350137342309,0.0,1,8.498057001061026
0.1778,17.5,17.4962281933842,0.254725876471429,1.49350063059587,0.0,0,-8.748114096692836
0.1778,17.5,17.4962281933842,0.254725876471429,1.49350063059587,0.0,1,8.74811409669214
0.1778,18.0,17.9963342752041,0.254721888578015,1.49349834762669,0.0,0,-8.998167137602833
0.1778,18.0,17.9963342752041,0.254721888578015,1.49349834762669,0.0,1,8.99816713760086
0.1778,18.5,18.4964313562159,0.254719787891724,1.49348737011027,0.0,0,-9.248215678108817
0.1778,18.5,18.4964313562159,0.254719787891724,1.49348737011027,0.0,1,9.248215678108187
0.1778,19.0,18.9965248810883,0.254720218978764,1.49349026130989,0.0,0,-9.498262440545087
0.1778,19.0,18.9965248810883,0.254720218978764,1.49349026130989,0.0,1,9.498262440544346
0.1778,19.5,19.4966159354267,0.254714549234985,1.49347020410277,0.0,0,-9.74830796771436
0.1778,19.5,19.4966159354267,0.254714549234985,1.49347020410277,0.0,1,9.748307967712904
0.1778,20.0,19.9966988995754,0.254717472651251,1.49347520842252,0.0,0,-9.998349449788778
0.1778,20.0,19.9966988995754,0.254717472651251,1.49347520842252,0.0,1,9.998349449787545
0.1778,20.5,20.4967783722358,0.254711355603113,1.49347178823604,0.0,0,-10.248389186119041
0.1778,20.5,20.4967783722358,0.254711355603113,1.49347178823604,0.0,1,10.2483891861187
0.1778,21.0,20.9968580490958,0.254712111276744,1.49346865962111,0.0,0,-10.498429024549154
0.1778,21.0,20.9968580490958,0.254712111276744,1.49346865962111,0.0,1,10.498429024548662
0.1778,21.5,21.4969311125104,0.254709103015001,1.49347251096764,0.0,0,-10.748465556256544
0.1778,21.5,21.4969311125104,0.254709103015001,1.49347251096764,0.0,1,10.748465556255466
0.1778,22.0,21.9970000097214,0.254707494286266,1.49348033441489,0.0,0,-10.998500004862127
0.1778,22.0,21.9970000097214,0.254707494286266,1.49348033441489,0.0,1,10.998500004860574
0.1778,22.5,22.4970671908476,0.254705956041534,1.49346921541978,0.0,0,-11.248533595425346
