P_max,OmegaP,OmegaM,t_max,Mu,Gamma_e,delta_a,delta_f,number_of_fails,mp.dps,ComputTime
0.115305308920441,0.336767980234026,0.206094945303387,4.51717554482062,0,0.0562,7.5,7.49100348517914,4,25,4691.98299241066
0.115303379746458,0.336736541742837,0.206051950916462,4.51790491348895,0,0.0562,8,7.99156694238504,4,25,3710.31790351868
0.115301354211048,0.337364922642129,0.206669300773372,4.5108450954459,0,0.0562,8.5,8.49201492371481,2,25,2349.30577659607
0.11530034761363,0.334951035268482,0.204294143534187,4.53928673285733,0,0.0562,9,8.99264154467569,6,25,4544.32426857948
0.115306111069395,0.334996135430549,0.204525900350876,4.53769443068383,0,0.0562,9.5,9.49302338151118,3,25,4942.7745013237
0.115318998735805,0.334702490318987,0.204574963979051,4.53920341832932,0,0.0562,10,9.9933728052605,6,25,6540.86340689659
0.115346307091345,0.333731297572348,0.204232517858936,4.54705589774797,0,0.0562,10.5,10.4937173279959,2,25,2241.02275085449
0.115399189938663,0.33195110131169,0.203490845548898,4.56250267791442,0,0.0562,11,10.9940696036363,10,25,6779.04302930832
0.115501807988319,0.323520077261641,0.197418258652065,4.65293221447386,0,0.0562,11.5,11.4947318797015,2,25,3963.42526936531
0.115690024853592,0.313646948307228,0.191213380699251,4.76078736998552,0,0.0562,12,11.9953475727674,8,25,6913.41113233566
0.116058125735235,0.284685557752534,0.171746681451276,5.13359233259821,0,0.0562,12.5,12.4966016627675,4,25,5593.18294119835
0.116799266891214,0.268720682545686,0.161871184503158,5.38311924251273,0,0.0562,13,12.9972253503602,2,25,4773.3266146183
0.117629538527979,0.26971794720032,0.164012746922739,5.37182211036937,0,0.0562,13.5,13.4972563619465,8,25,7293.66591477394
0.118626860196296,0.266060117156206,0.161931904849275,5.44950930496188,0,0.0562,14,13.9974545989247,2,25,3644.89075064659
